#Data tag : 24v2 , Norm tag: None
#run:fill,ls,time,beamstatus,E(GeV),delivered(/pb),recorded(/pb),avgpu,source
361475:8335,1017:1017,11/03/22 08:38:36,STABLE BEAMS,6800,0.376115283,0.365416530,46.8,HFET
361475:8335,1018:1018,11/03/22 08:39:00,STABLE BEAMS,6800,0.375149793,0.360450691,46.7,HFET
361475:8335,1019:1019,11/03/22 08:39:23,STABLE BEAMS,6800,0.374283991,0.365156527,46.6,HFET
361475:8335,1020:1020,11/03/22 08:39:46,STABLE BEAMS,6800,0.373484405,0.361424395,46.5,HFET
361475:8335,1021:1021,11/03/22 08:40:10,STABLE BEAMS,6800,0.372823935,0.356671241,46.4,HFET
361475:8335,1022:1022,11/03/22 08:40:33,STABLE BEAMS,6800,0.371616077,0.359643934,46.3,HFET
361475:8335,1023:1023,11/03/22 08:40:56,STABLE BEAMS,6800,0.371092785,0.362460938,46.2,HFET
361475:8335,1024:1024,11/03/22 08:41:20,STABLE BEAMS,6800,0.370713655,0.362120144,46.2,HFET
361475:8335,1025:1025,11/03/22 08:41:43,STABLE BEAMS,6800,0.370426585,0.359492214,46.1,HFET
361475:8335,1026:1026,11/03/22 08:42:06,STABLE BEAMS,6800,0.370237797,0.358994445,46.1,HFET
361475:8335,1027:1027,11/03/22 08:42:29,STABLE BEAMS,6800,0.370019146,0.360249351,46.1,HFET
361475:8335,1028:1028,11/03/22 08:42:53,STABLE BEAMS,6800,0.369758107,0.353082294,46.1,HFET
361475:8335,1029:1029,11/03/22 08:43:16,STABLE BEAMS,6800,0.370012961,0.358104724,46.1,HFET
361475:8335,1030:1030,11/03/22 08:43:39,STABLE BEAMS,6800,0.369983324,0.361221349,46.1,HFET
361475:8335,1031:1031,11/03/22 08:44:03,STABLE BEAMS,6800,0.369853620,0.360373062,46.1,HFET
361475:8335,1032:1032,11/03/22 08:44:26,STABLE BEAMS,6800,0.369756286,0.356659928,46.1,HFET
361475:8335,1033:1033,11/03/22 08:44:49,STABLE BEAMS,6800,0.369869558,0.357037346,46.1,HFET
361475:8335,1034:1034,11/03/22 08:45:13,STABLE BEAMS,6800,0.370017970,0.359702918,46.1,HFET
361475:8335,1035:1035,11/03/22 08:45:36,STABLE BEAMS,6800,0.370007724,0.358133470,46.1,HFET
361475:8335,1036:1036,11/03/22 08:45:59,STABLE BEAMS,6800,0.370448784,0.357370521,46.1,HFET
361475:8335,1037:1037,11/03/22 08:46:23,STABLE BEAMS,6800,0.370730542,0.359937499,46.2,HFET
361475:8335,1038:1038,11/03/22 08:46:46,STABLE BEAMS,6800,0.371512937,0.359841110,46.3,HFET
361475:8335,1039:1039,11/03/22 08:47:09,STABLE BEAMS,6800,0.371834956,0.358114057,46.3,HFET
361475:8335,1040:1040,11/03/22 08:47:32,STABLE BEAMS,6800,0.372292030,0.360937533,46.4,HFET
361475:8335,1041:1041,11/03/22 08:47:56,STABLE BEAMS,6800,0.372674196,0.359697428,46.4,HFET
361475:8335,1042:1042,11/03/22 08:48:19,STABLE BEAMS,6800,0.373289434,0.362009185,46.5,HFET
361475:8335,1043:1043,11/03/22 08:48:42,STABLE BEAMS,6800,0.373386502,0.359754255,46.5,HFET
361475:8335,1044:1044,11/03/22 08:49:06,STABLE BEAMS,6800,0.373580336,0.361859300,46.5,HFET
361475:8335,1045:1045,11/03/22 08:49:29,STABLE BEAMS,6800,0.373068087,0.360896925,46.5,HFET
361475:8335,1046:1046,11/03/22 08:49:52,STABLE BEAMS,6800,0.372644028,0.358896255,46.4,HFET
361475:8335,1047:1047,11/03/22 08:50:16,STABLE BEAMS,6800,0.372033040,0.361831487,46.3,HFET
361475:8335,1048:1048,11/03/22 08:50:39,STABLE BEAMS,6800,0.371176649,0.359938609,46.2,HFET
361475:8335,1049:1049,11/03/22 08:51:02,STABLE BEAMS,6800,0.370802186,0.359055020,46.2,HFET
361475:8335,1050:1050,11/03/22 08:51:26,STABLE BEAMS,6800,0.370388069,0.360112652,46.1,HFET
361475:8335,1051:1051,11/03/22 08:51:49,STABLE BEAMS,6800,0.369677469,0.356319919,46.0,HFET
361475:8335,1052:1052,11/03/22 08:52:12,STABLE BEAMS,6800,0.368987704,0.357933806,46.0,HFET
361475:8335,1053:1053,11/03/22 08:52:36,STABLE BEAMS,6800,0.368376451,0.356751668,45.9,HFET
361475:8335,1054:1054,11/03/22 08:52:59,STABLE BEAMS,6800,0.367917404,0.355814334,45.8,HFET
361475:8335,1055:1055,11/03/22 08:53:22,STABLE BEAMS,6800,0.367221870,0.356154536,45.7,HFET
361475:8335,1056:1056,11/03/22 08:53:46,STABLE BEAMS,6800,0.366684766,0.355234291,45.7,HFET
361475:8335,1057:1057,11/03/22 08:54:09,STABLE BEAMS,6800,0.366183256,0.355162489,45.6,HFET
361475:8335,1058:1058,11/03/22 08:54:32,STABLE BEAMS,6800,0.365791338,0.356113077,45.6,HFET
361475:8335,1059:1059,11/03/22 08:54:55,STABLE BEAMS,6800,0.365311685,0.354956517,45.5,HFET
361475:8335,1060:1060,11/03/22 08:55:19,STABLE BEAMS,6800,0.365296734,0.353044309,45.5,HFET
361475:8335,1061:1061,11/03/22 08:55:42,STABLE BEAMS,6800,0.365090985,0.355108489,45.5,HFET
361475:8335,1062:1062,11/03/22 08:56:05,STABLE BEAMS,6800,0.365037745,0.354979891,45.5,HFET
361475:8335,1063:1063,11/03/22 08:56:29,STABLE BEAMS,6800,0.364924055,0.354112000,45.5,HFET
361475:8335,1064:1064,11/03/22 08:56:52,STABLE BEAMS,6800,0.364764715,0.353649590,45.4,HFET
361475:8335,1065:1065,11/03/22 08:57:15,STABLE BEAMS,6800,0.363615447,0.349347872,45.3,HFET
361475:8335,1066:1066,11/03/22 08:57:39,STABLE BEAMS,6800,0.364541624,0.354094097,45.4,HFET
361475:8335,1067:1067,11/03/22 08:58:02,STABLE BEAMS,6800,0.365123316,0.354304791,45.5,HFET
361475:8335,1068:1068,11/03/22 08:58:25,STABLE BEAMS,6800,0.365359727,0.354476463,45.5,HFET
361475:8335,1069:1069,11/03/22 08:58:49,STABLE BEAMS,6800,0.363758205,0.352297851,45.3,HFET
361475:8335,1070:1070,11/03/22 08:59:12,STABLE BEAMS,6800,0.361996620,0.351925340,45.1,HFET
361475:8335,1071:1071,11/03/22 08:59:35,STABLE BEAMS,6800,0.362272990,0.351403180,45.1,HFET
361475:8335,1072:1072,11/03/22 08:59:58,STABLE BEAMS,6800,0.362527198,0.350651163,45.2,HFET
361475:8335,1073:1073,11/03/22 09:00:22,STABLE BEAMS,6800,0.362507921,0.350584726,45.2,HFET
361475:8335,1074:1074,11/03/22 09:00:45,STABLE BEAMS,6800,0.363168657,0.353046835,45.2,HFET
361475:8335,1075:1075,11/03/22 09:01:08,STABLE BEAMS,6800,0.364182036,0.354424707,45.4,HFET
361475:8335,1076:1076,11/03/22 09:01:32,STABLE BEAMS,6800,0.364295498,0.352483161,45.4,HFET
361475:8335,1077:1077,11/03/22 09:01:55,STABLE BEAMS,6800,0.364749119,0.351343075,45.4,HFET
361475:8335,1078:1078,11/03/22 09:02:18,STABLE BEAMS,6800,0.364828960,0.353988790,45.4,HFET
361475:8335,1079:1079,11/03/22 09:02:42,STABLE BEAMS,6800,0.365226494,0.352426399,45.5,HFET
361475:8335,1080:1080,11/03/22 09:03:05,STABLE BEAMS,6800,0.365220878,0.353481751,45.5,HFET
361475:8335,1081:1081,11/03/22 09:03:28,STABLE BEAMS,6800,0.365050002,0.355328820,45.5,HFET
361475:8335,1082:1082,11/03/22 09:03:52,STABLE BEAMS,6800,0.364749840,0.354345295,45.4,HFET
361475:8335,1083:1083,11/03/22 09:04:15,STABLE BEAMS,6800,0.364580823,0.353288907,45.4,HFET
361475:8335,1084:1084,11/03/22 09:04:38,STABLE BEAMS,6800,0.364431956,0.354273553,45.4,HFET
361475:8335,1085:1085,11/03/22 09:05:02,STABLE BEAMS,6800,0.364184693,0.354444869,45.4,HFET
361475:8335,1086:1086,11/03/22 09:05:25,STABLE BEAMS,6800,0.364000839,0.349132053,45.3,HFET
361475:8335,1087:1087,11/03/22 09:05:48,STABLE BEAMS,6800,0.364243776,0.351423389,45.4,HFET
361475:8335,1088:1088,11/03/22 09:06:11,STABLE BEAMS,6800,0.364311777,0.353692546,45.4,HFET
361475:8335,1089:1089,11/03/22 09:06:35,STABLE BEAMS,6800,0.364133388,0.354635454,45.4,HFET
361475:8335,1090:1090,11/03/22 09:06:58,STABLE BEAMS,6800,0.364339024,0.347596864,45.4,HFET
361475:8335,1091:1091,11/03/22 09:07:21,STABLE BEAMS,6800,0.364534603,0.343731392,45.4,HFET
361475:8335,1092:1092,11/03/22 09:07:45,STABLE BEAMS,6800,0.364474988,0.346416487,45.4,HFET
361475:8335,1093:1093,11/03/22 09:08:08,STABLE BEAMS,6800,0.364691819,0.349639986,45.4,HFET
361475:8335,1094:1094,11/03/22 09:08:31,STABLE BEAMS,6800,0.364649621,0.344964907,45.4,HFET
361475:8335,1095:1095,11/03/22 09:08:55,STABLE BEAMS,6800,0.341337195,0.230551741,42.5,HFET
361475:8335,1096:1096,11/03/22 09:09:18,STABLE BEAMS,6800,0.371205905,0.360086114,46.2,HFET
361475:8335,1097:1097,11/03/22 09:09:41,STABLE BEAMS,6800,0.362577705,0.353195710,45.2,HFET
361475:8335,1098:1098,11/03/22 09:10:05,STABLE BEAMS,6800,0.343762626,0.326506493,42.8,HFET
361475:8335,1099:1099,11/03/22 09:10:28,STABLE BEAMS,6800,0.338593196,0.329724109,42.2,HFET
361475:8335,1100:1100,11/03/22 09:10:51,STABLE BEAMS,6800,0.361770607,0.346294031,45.1,HFET
361475:8335,1101:1101,11/03/22 09:11:15,STABLE BEAMS,6800,0.362464358,0.351091315,45.1,HFET
361475:8335,1102:1102,11/03/22 09:11:38,STABLE BEAMS,6800,0.371323732,0.353102460,46.3,HFET
361475:8335,1103:1103,11/03/22 09:12:01,STABLE BEAMS,6800,0.374886706,0.358410385,46.7,HFET
361475:8335,1104:1104,11/03/22 09:12:24,STABLE BEAMS,6800,0.374564913,0.362259477,46.7,HFET
361475:8335,1105:1105,11/03/22 09:12:48,STABLE BEAMS,6800,0.374263385,0.314272137,46.6,HFET
361475:8335,1106:1106,11/03/22 09:13:11,STABLE BEAMS,6800,0.374020713,0.210644830,46.6,HFET
361475:8335,1107:1107,11/03/22 09:13:34,STABLE BEAMS,6800,0.373766808,0.361839402,46.6,HFET
361475:8335,1108:1108,11/03/22 09:13:58,STABLE BEAMS,6800,0.373482812,0.357440111,46.5,HFET
361475:8335,1109:1109,11/03/22 09:14:21,STABLE BEAMS,6800,0.373276759,0.353031748,46.5,HFET
361475:8335,1110:1110,11/03/22 09:14:44,STABLE BEAMS,6800,0.372956409,0.358871375,46.5,HFET
361475:8335,1111:1111,11/03/22 09:15:08,STABLE BEAMS,6800,0.372723717,0.361411315,46.4,HFET
361475:8335,1112:1112,11/03/22 09:15:31,STABLE BEAMS,6800,0.372460136,0.360815338,46.4,HFET
361475:8335,1113:1113,11/03/22 09:15:54,STABLE BEAMS,6800,0.372392173,0.361841280,46.4,HFET
361475:8335,1114:1114,11/03/22 09:16:18,STABLE BEAMS,6800,0.372223004,0.359954794,46.4,HFET
361475:8335,1115:1115,11/03/22 09:16:41,STABLE BEAMS,6800,0.372155230,0.359541676,46.4,HFET
361475:8335,1116:1116,11/03/22 09:17:04,STABLE BEAMS,6800,0.371907814,0.359689919,46.3,HFET
361475:8335,1117:1117,11/03/22 09:17:27,STABLE BEAMS,6800,0.371685292,0.360645080,46.3,HFET
361475:8335,1118:1118,11/03/22 09:17:51,STABLE BEAMS,6800,0.371523410,0.359654492,46.3,HFET
361475:8335,1119:1119,11/03/22 09:18:14,STABLE BEAMS,6800,0.371471688,0.358912934,46.3,HFET
361475:8335,1120:1120,11/03/22 09:18:37,STABLE BEAMS,6800,0.371310944,0.358383711,46.3,HFET
361475:8335,1121:1121,11/03/22 09:19:01,STABLE BEAMS,6800,0.371184238,0.359809285,46.2,HFET
361475:8335,1124:1124,11/03/22 09:20:11,STABLE BEAMS,6800,0.370908969,0.238531345,46.2,HFET
361475:8335,1125:1125,11/03/22 09:20:34,STABLE BEAMS,6800,0.370623265,0.359713720,46.2,HFET
361475:8335,1126:1126,11/03/22 09:20:57,STABLE BEAMS,6800,0.370304774,0.359033193,46.1,HFET
361475:8335,1127:1127,11/03/22 09:21:21,STABLE BEAMS,6800,0.370112724,0.359364233,46.1,HFET
361475:8335,1128:1128,11/03/22 09:21:44,STABLE BEAMS,6800,0.369693939,0.356061082,46.0,HFET
361475:8335,1129:1129,11/03/22 09:22:07,STABLE BEAMS,6800,0.369537331,0.359141711,46.0,HFET
361475:8335,1130:1130,11/03/22 09:22:30,STABLE BEAMS,6800,0.369313632,0.358114152,46.0,HFET
361475:8335,1131:1131,11/03/22 09:22:54,STABLE BEAMS,6800,0.369184346,0.284589198,46.0,HFET
361475:8335,1132:1132,11/03/22 09:23:17,STABLE BEAMS,6800,0.368975941,0.358587034,46.0,HFET
361475:8335,1133:1133,11/03/22 09:23:40,STABLE BEAMS,6800,0.368796185,0.357600224,45.9,HFET
361475:8335,1134:1134,11/03/22 09:24:04,STABLE BEAMS,6800,0.368543229,0.356272956,45.9,HFET
361475:8335,1135:1135,11/03/22 09:24:27,STABLE BEAMS,6800,0.368418497,0.356558113,45.9,HFET
361475:8335,1136:1136,11/03/22 09:24:50,STABLE BEAMS,6800,0.368183451,0.234813034,45.9,HFET
361475:8335,1137:1137,11/03/22 09:25:14,STABLE BEAMS,6800,0.368031246,0.357555358,45.8,HFET
361475:8335,1138:1138,11/03/22 09:25:37,STABLE BEAMS,6800,0.367893307,0.357211481,45.8,HFET
361475:8335,1139:1139,11/03/22 09:26:00,STABLE BEAMS,6800,0.367775444,0.357597222,45.8,HFET
361475:8335,1140:1140,11/03/22 09:26:24,STABLE BEAMS,6800,0.367692340,0.356773025,45.8,HFET
361475:8335,1141:1141,11/03/22 09:26:47,STABLE BEAMS,6800,0.367648359,0.356884031,45.8,HFET
361475:8335,1142:1142,11/03/22 09:27:10,STABLE BEAMS,6800,0.367459230,0.356864968,45.8,HFET
361475:8335,1143:1143,11/03/22 09:27:34,STABLE BEAMS,6800,0.367166164,0.355564198,45.7,HFET
361475:8335,1144:1144,11/03/22 09:27:57,STABLE BEAMS,6800,0.367029099,0.355963854,45.7,HFET
361475:8335,1145:1145,11/03/22 09:28:20,STABLE BEAMS,6800,0.366674065,0.355585478,45.7,HFET
361475:8335,1146:1146,11/03/22 09:28:44,STABLE BEAMS,6800,0.366520607,0.354248480,45.7,HFET
361475:8335,1147:1147,11/03/22 09:29:07,STABLE BEAMS,6800,0.366202116,0.356364033,45.6,HFET
361475:8335,1148:1148,11/03/22 09:29:30,STABLE BEAMS,6800,0.365935651,0.355822748,45.6,HFET
361475:8335,1149:1149,11/03/22 09:29:53,STABLE BEAMS,6800,0.365690398,0.354667878,45.6,HFET
361475:8335,1150:1150,11/03/22 09:30:17,STABLE BEAMS,6800,0.365480741,0.355751608,45.5,HFET
361475:8335,1151:1151,11/03/22 09:30:40,STABLE BEAMS,6800,0.365234425,0.353920779,45.5,HFET
361475:8335,1152:1152,11/03/22 09:31:03,STABLE BEAMS,6800,0.365135839,0.355293668,45.5,HFET
361475:8335,1153:1153,11/03/22 09:31:27,STABLE BEAMS,6800,0.364949063,0.354732802,45.5,HFET
361475:8335,1154:1154,11/03/22 09:31:50,STABLE BEAMS,6800,0.364767599,0.354711574,45.4,HFET
361475:8335,1155:1155,11/03/22 09:32:13,STABLE BEAMS,6800,0.364617632,0.353193486,45.4,HFET
361475:8335,1156:1156,11/03/22 09:32:37,STABLE BEAMS,6800,0.364577408,0.353998849,45.4,HFET
361475:8335,1157:1157,11/03/22 09:33:00,STABLE BEAMS,6800,0.364542724,0.353194481,45.4,HFET
361475:8335,1158:1158,11/03/22 09:33:23,STABLE BEAMS,6800,0.364673073,0.353549136,45.4,HFET
361475:8335,1159:1159,11/03/22 09:33:47,STABLE BEAMS,6800,0.364485386,0.353578008,45.4,HFET
361475:8335,1160:1160,11/03/22 09:34:10,STABLE BEAMS,6800,0.364428238,0.339991154,45.4,HFET
361475:8335,1161:1161,11/03/22 09:34:33,STABLE BEAMS,6800,0.364385926,0.339788192,45.4,HFET
361475:8335,1162:1162,11/03/22 09:34:57,STABLE BEAMS,6800,0.364298800,0.349964975,45.4,HFET
361475:8335,1163:1163,11/03/22 09:35:20,STABLE BEAMS,6800,0.363953974,0.348916201,45.3,HFET
361475:8335,1164:1164,11/03/22 09:35:43,STABLE BEAMS,6800,0.363824650,0.347148928,45.3,HFET
361475:8335,1165:1165,11/03/22 09:36:06,STABLE BEAMS,6800,0.363636280,0.347238019,45.3,HFET
361475:8335,1166:1166,11/03/22 09:36:30,STABLE BEAMS,6800,0.363433680,0.352832287,45.3,HFET
361475:8335,1167:1167,11/03/22 09:36:53,STABLE BEAMS,6800,0.363254607,0.343423015,45.2,HFET
361475:8335,1168:1168,11/03/22 09:37:16,STABLE BEAMS,6800,0.363020435,0.288053770,45.2,HFET
361475:8335,1169:1169,11/03/22 09:37:40,STABLE BEAMS,6800,0.362811043,0,45.2,HFET
361475:8335,1170:1170,11/03/22 09:38:03,STABLE BEAMS,6800,0.362291128,0,45.1,HFET
361475:8335,1171:1171,11/03/22 09:38:26,STABLE BEAMS,6800,0.361972221,0,45.1,HFET
361475:8335,1172:1172,11/03/22 09:38:50,STABLE BEAMS,6800,0.361744196,0.143234066,45.1,HFET
361475:8335,1173:1173,11/03/22 09:39:13,STABLE BEAMS,6800,0.361289096,0.348407798,45.0,HFET
361475:8335,1174:1174,11/03/22 09:39:36,STABLE BEAMS,6800,0.360518464,0.351159377,44.9,HFET
361475:8335,1175:1175,11/03/22 09:40:00,STABLE BEAMS,6800,0.360152351,0.349211998,44.9,HFET
361475:8335,1176:1176,11/03/22 09:40:23,STABLE BEAMS,6800,0.360199670,0.350683615,44.9,HFET
361475:8335,1177:1177,11/03/22 09:40:46,STABLE BEAMS,6800,0.360262511,0.351164704,44.9,HFET
361475:8335,1178:1178,11/03/22 09:41:09,STABLE BEAMS,6800,0.360148138,0.350602939,44.9,HFET
361475:8335,1179:1179,11/03/22 09:41:33,STABLE BEAMS,6800,0.360101008,0.343747154,44.9,HFET
361475:8335,1180:1180,11/03/22 09:41:56,STABLE BEAMS,6800,0.359883419,0.350056763,44.8,HFET
361475:8335,1181:1181,11/03/22 09:42:19,STABLE BEAMS,6800,0.359626782,0.348005685,44.8,HFET
361475:8335,1182:1182,11/03/22 09:42:43,STABLE BEAMS,6800,0.359356181,0.348623487,44.8,HFET
361475:8335,1183:1183,11/03/22 09:43:06,STABLE BEAMS,6800,0.359100568,0.349140980,44.7,HFET
361475:8335,1184:1184,11/03/22 09:43:29,STABLE BEAMS,6800,0.358958190,0.347403826,44.7,HFET
361475:8335,1185:1185,11/03/22 09:43:53,STABLE BEAMS,6800,0.358882600,0.349060198,44.7,HFET
361475:8335,1186:1186,11/03/22 09:44:16,STABLE BEAMS,6800,0.358593025,0.340348372,44.7,HFET
361475:8335,1187:1187,11/03/22 09:44:39,STABLE BEAMS,6800,0.358264516,0.347977290,44.6,HFET
361475:8335,1188:1188,11/03/22 09:45:03,STABLE BEAMS,6800,0.358091136,0.347942819,44.6,HFET
361475:8335,1189:1189,11/03/22 09:45:26,STABLE BEAMS,6800,0.357764335,0.344138790,44.6,HFET
361475:8335,1190:1190,11/03/22 09:45:49,STABLE BEAMS,6800,0.357687037,0.348269519,44.6,HFET
361475:8335,1191:1191,11/03/22 09:46:13,STABLE BEAMS,6800,0.357408770,0.348151482,44.5,HFET
361475:8335,1192:1192,11/03/22 09:46:36,STABLE BEAMS,6800,0.357261649,0.348459615,44.5,HFET
361475:8335,1193:1193,11/03/22 09:46:59,STABLE BEAMS,6800,0.357264191,0.347542660,44.5,HFET
361475:8335,1194:1194,11/03/22 09:47:22,STABLE BEAMS,6800,0.357196379,0.348199047,44.5,HFET
361475:8335,1195:1195,11/03/22 09:47:46,STABLE BEAMS,6800,0.357055823,0.348189448,44.5,HFET
361475:8335,1196:1196,11/03/22 09:48:09,STABLE BEAMS,6800,0.356953556,0.345364133,44.5,HFET
361475:8335,1197:1197,11/03/22 09:48:32,STABLE BEAMS,6800,0.356823852,0.346459877,44.4,HFET
361475:8335,1198:1198,11/03/22 09:48:56,STABLE BEAMS,6800,0.356682233,0.345699970,44.4,HFET
361475:8335,1199:1199,11/03/22 09:49:19,STABLE BEAMS,6800,0.356596587,0.346579275,44.4,HFET
361475:8335,1200:1200,11/03/22 09:49:42,STABLE BEAMS,6800,0.356507601,0.345979489,44.4,HFET
361475:8335,1201:1201,11/03/22 09:50:06,STABLE BEAMS,6800,0.356441876,0.343346703,44.4,HFET
361475:8335,1202:1202,11/03/22 09:50:29,STABLE BEAMS,6800,0.356431099,0.346417117,44.4,HFET
361475:8335,1203:1203,11/03/22 09:50:52,STABLE BEAMS,6800,0.356280942,0.345573305,44.4,HFET
361475:8335,1204:1204,11/03/22 09:51:16,STABLE BEAMS,6800,0.356153288,0.347533416,44.4,HFET
361475:8335,1205:1205,11/03/22 09:51:39,STABLE BEAMS,6800,0.356021421,0.347341614,44.3,HFET
361475:8335,1206:1206,11/03/22 09:52:02,STABLE BEAMS,6800,0.355827587,0.345794239,44.3,HFET
361475:8335,1207:1207,11/03/22 09:52:25,STABLE BEAMS,6800,0.355825082,0.347007264,44.3,HFET
361475:8335,1208:1208,11/03/22 09:52:49,STABLE BEAMS,6800,0.355735983,0.346518148,44.3,HFET
361475:8335,1209:1209,11/03/22 09:53:12,STABLE BEAMS,6800,0.355620927,0.341620140,44.3,HFET
361475:8335,1210:1210,11/03/22 09:53:35,STABLE BEAMS,6800,0.355567080,0.345602666,44.3,HFET
361475:8335,1211:1211,11/03/22 09:53:59,STABLE BEAMS,6800,0.355320234,0.344664056,44.3,HFET
361475:8335,1212:1212,11/03/22 09:54:22,STABLE BEAMS,6800,0.355147764,0.346144232,44.2,HFET
361475:8335,1213:1213,11/03/22 09:54:45,STABLE BEAMS,6800,0.354926835,0.341752137,44.2,HFET
361475:8335,1214:1214,11/03/22 09:55:09,STABLE BEAMS,6800,0.354461337,0.345536009,44.2,HFET
361475:8335,1215:1215,11/03/22 09:55:32,STABLE BEAMS,6800,0.353813124,0.344045423,44.1,HFET
361475:8335,1216:1216,11/03/22 09:55:55,STABLE BEAMS,6800,0.355075095,0.344594191,44.2,HFET
361475:8335,1217:1217,11/03/22 09:56:19,STABLE BEAMS,6800,0.354295433,0.342232283,44.1,HFET
361475:8335,1218:1218,11/03/22 09:56:42,STABLE BEAMS,6800,0.354178441,0.345373748,44.1,HFET
361475:8335,1219:1219,11/03/22 09:57:05,STABLE BEAMS,6800,0.353952276,0.344633694,44.1,HFET
361475:8335,1220:1220,11/03/22 09:57:29,STABLE BEAMS,6800,0.353614205,0.342299328,44.0,HFET
361475:8335,1221:1221,11/03/22 09:57:52,STABLE BEAMS,6800,0.353502298,0.344467379,44.0,HFET
361475:8335,1222:1222,11/03/22 09:58:15,STABLE BEAMS,6800,0.353328918,0.343075119,44.0,HFET
361475:8335,1223:1223,11/03/22 09:58:38,STABLE BEAMS,6800,0.353059530,0.342194365,44.0,HFET
361475:8335,1224:1224,11/03/22 09:59:02,STABLE BEAMS,6800,0.349661362,0.337892006,43.6,HFET
361475:8335,1225:1225,11/03/22 09:59:25,STABLE BEAMS,6800,0.349033905,0.336880886,43.5,HFET
361475:8335,1226:1226,11/03/22 09:59:48,STABLE BEAMS,6800,0.348804515,0.196871480,43.4,HFET
361475:8335,1227:1227,11/03/22 10:00:12,STABLE BEAMS,6800,0.348627415,0.319361765,43.4,HFET
361475:8335,1228:1228,11/03/22 10:00:35,STABLE BEAMS,6800,0.348493461,0.338034639,43.4,HFET
361475:8335,1229:1229,11/03/22 10:00:58,STABLE BEAMS,6800,0.348373776,0.337689472,43.4,HFET
361475:8335,1230:1230,11/03/22 10:01:22,STABLE BEAMS,6800,0.348216751,0.338349499,43.4,HFET
361475:8335,1231:1231,11/03/22 10:01:45,STABLE BEAMS,6800,0.348097445,0.336425412,43.4,HFET
361475:8335,1232:1232,11/03/22 10:02:08,STABLE BEAMS,6800,0.347883385,0.337414625,43.3,HFET
361475:8335,1233:1233,11/03/22 10:02:32,STABLE BEAMS,6800,0.347714938,0.337941806,43.3,HFET
361475:8335,1234:1234,11/03/22 10:02:55,STABLE BEAMS,6800,0.347552637,0.337426610,43.3,HFET
361475:8335,1235:1235,11/03/22 10:03:18,STABLE BEAMS,6800,0.347445664,0.334592032,43.3,HFET
361475:8335,1236:1236,11/03/22 10:03:41,STABLE BEAMS,6800,0.347300744,0.336096121,43.3,HFET
361475:8335,1237:1237,11/03/22 10:04:05,STABLE BEAMS,6800,0.347237600,0.335709154,43.3,HFET
361475:8335,1238:1238,11/03/22 10:04:28,STABLE BEAMS,6800,0.347213048,0.336924629,43.2,HFET
361475:8335,1239:1239,11/03/22 10:04:51,STABLE BEAMS,6800,0.347079170,0.336928187,43.2,HFET
361475:8335,1240:1240,11/03/22 10:05:15,STABLE BEAMS,6800,0.346944572,0.330621917,43.2,HFET
361475:8335,1241:1241,11/03/22 10:05:38,STABLE BEAMS,6800,0.346890535,0.330539698,43.2,HFET
361475:8335,1242:1242,11/03/22 10:06:01,STABLE BEAMS,6800,0.346749030,0.331534144,43.2,HFET
361475:8335,1243:1243,11/03/22 10:06:25,STABLE BEAMS,6800,0.346700495,0.328258527,43.2,HFET
361475:8335,1244:1244,11/03/22 10:06:48,STABLE BEAMS,6800,0.346598418,0.330848929,43.2,HFET
361475:8335,1245:1245,11/03/22 10:07:11,STABLE BEAMS,6800,0.346466589,0.330407653,43.2,HFET
361475:8335,1246:1246,11/03/22 10:07:35,STABLE BEAMS,6800,0.346324781,0.335834064,43.1,HFET
361475:8335,1247:1247,11/03/22 10:07:58,STABLE BEAMS,6800,0.346174965,0.329881781,43.1,HFET
361475:8335,1248:1248,11/03/22 10:08:21,STABLE BEAMS,6800,0.346044237,0.336179948,43.1,HFET
361475:8335,1249:1249,11/03/22 10:08:45,STABLE BEAMS,6800,0.345906300,0.331324673,43.1,HFET
361475:8335,1250:1250,11/03/22 10:09:08,STABLE BEAMS,6800,0.345579005,0.331965814,43.0,HFET
361475:8335,1251:1251,11/03/22 10:09:31,STABLE BEAMS,6800,0.345371776,0.333024326,43.0,HFET
361475:8335,1252:1252,11/03/22 10:09:54,STABLE BEAMS,6800,0.345218355,0.334917691,43.0,HFET
361475:8335,1253:1253,11/03/22 10:10:18,STABLE BEAMS,6800,0.345017007,0.329092611,43.0,HFET
361475:8335,1254:1254,11/03/22 10:10:41,STABLE BEAMS,6800,0.344805072,0.336005278,42.9,HFET
361475:8335,1255:1255,11/03/22 10:11:04,STABLE BEAMS,6800,0.344648958,0.335217122,42.9,HFET
361475:8335,1256:1256,11/03/22 10:11:28,STABLE BEAMS,6800,0.344500394,0.333569222,42.9,HFET
361475:8335,1257:1257,11/03/22 10:11:51,STABLE BEAMS,6800,0.344336425,0.334497210,42.9,HFET
361475:8335,1258:1258,11/03/22 10:12:14,STABLE BEAMS,6800,0.344223912,0.330387947,42.9,HFET
361475:8335,1259:1259,11/03/22 10:12:38,STABLE BEAMS,6800,0.344059676,0.333571400,42.9,HFET
361475:8335,1260:1260,11/03/22 10:13:01,STABLE BEAMS,6800,0.343820723,0.333567969,42.8,HFET
361475:8335,1261:1261,11/03/22 10:13:24,STABLE BEAMS,6800,0.343646165,0.333745479,42.8,HFET
361475:8335,1262:1262,11/03/22 10:13:48,STABLE BEAMS,6800,0.343541773,0.333810490,42.8,HFET
